name;offset;size;description;bitfield
module.xq.xq_84.status;6014;1;;0
module.xq.xq_85;6016;64;;0
module.xq.xq_85.address;6016;52;;0
module.xq.xq_85.req_type;6068;8;;0
module.xq.xq_85.core_id;6076;2;;0
module.xq.xq_85.status;6078;1;;0
module.xq.xq_86;6080;64;;0
module.xq.xq_86.address;6080;52;;0
module.xq.xq_86.req_type;6132;8;;0
module.xq.xq_86.core_id;6140;2;;0
module.xq.xq_86.status;6142;1;;0
module.xq.xq_87;6144;64;;0
module.xq.xq_87.address;6144;52;;0
module.xq.xq_87.req_type;6196;8;;0
module.xq.xq_87.core_id;6204;2;;0
module.xq.xq_87.status;6206;1;;0
module.xq.xq_88;6208;64;;0
module.xq.xq_88.address;6208;52;;0
module.xq.xq_88.req_type;6260;8;;0
module.xq.xq_88.core_id;6268;2;;0
module.xq.xq_88.status;6270;1;;0
module.xq.xq_89;6272;64;;0
module.xq.xq_89.address;6272;52;;0
module.xq.xq_89.req_type;6324;8;;0
module.xq.xq_89.core_id;6332;2;;0
module.xq.xq_89.status;6334;1;;0
module.xq.xq_90;6336;64;;0
module.xq.xq_90.address;6336;52;;0
module.xq.xq_90.req_type;6388;8;;0
module.xq.xq_90.core_id;6396;2;;0
module.xq.xq_90.status;6398;1;;0
module.xq.xq_91;6400;64;;0
module.xq.xq_91.address;6400;52;;0
module.xq.xq_91.req_type;6452;8;;0
module.xq.xq_91.core_id;6460;2;;0
module.xq.xq_91.status;6462;1;;0
module.xq.xq_92;6464;64;;0
module.xq.xq_92.address;6464;52;;0
module.xq.xq_92.req_type;6516;8;;0
module.xq.xq_92.core_id;6524;2;;0
module.xq.xq_92.status;6526;1;;0
module.xq.xq_93;6528;64;;0
module.xq.xq_93.address;6528;52;;0
module.xq.xq_93.req_type;6580;8;;0
module.xq.xq_93.core_id;6588;2;;0
module.xq.xq_93.status;6590;1;;0
module.xq.xq_94;6592;64;;0
module.xq.xq_94.address;6592;52;;0
module.xq.xq_94.req_type;6644;8;;0
module.xq.xq_94.core_id;6652;2;;0
module.xq.xq_94.status;6654;1;;0
module.xq.xq_95;6656;64;;0
module.xq.xq_95.address;6656;52;;0
module.xq.xq_95.req_type;6708;8;;0
module.xq.xq_95.core_id;6716;2;;0
module.xq.xq_95.status;6718;1;;0
